SampleID,Season,Tide.regime,Date,ShortDate,Time,DateFull,Epoch_timestamp,TideShort,Tide,DateTide,DateOrder,SampleType,Well,Depth,DepthMSL,depth_bin,DistanceMSL,DistanceW1,cluster,Temperature,Salinity,DO_mg.l,DO_uM,pH,Nitrite,Nitrate,Phosphate,Ammonium,Cells_mL,DOC,TN,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,Lignin,BIX,HIX,FI,M_to_C
250222_H_W3D2,February 2022,Neap,2/25/22,25-Feb,6:24:00,2/25/22 6:24,1645799040,H,HH,25-Feb-H,5,Microbial,Well 3,Depth 2,0.155448,0.25,44.97,10.186416,Shallow,11.1,2.2,9.83,307.199296,9.3,0,254.9494171,31.25225796,0.665155616,427060.2513,706.8605493,263.5231711,0.573738919,0.062802153,0.462212476,0.743473289,0.309247359,0.064051112,0.458007629,0.46667302,1.283067789,1.372405875,19.20319369,1.033354654,0.621693454
250222_H_W3D3,February 2022,Neap,2/25/22,25-Feb,6:24:00,2/25/22 6:24,1645799040,H,HH,25-Feb-H,5,Microbial,Well 3,Depth 3,-0.326136,-0.25,44.97,10.186416,Intermediate,12,1.8,5.02,156.881024,9,0,356.6150485,34.480797,0.982870997,556323.6991,708.9095556,386.7524113,0.589209372,0.068804129,0.472080479,0.766473331,0.319533843,0.047261747,0.463260226,0.475186467,1.289020663,1.380463586,19.58413881,1.03478688,0.615912466
250222_H_W3D4,February 2022,Neap,2/25/22,25-Feb,6:24:00,2/25/22 6:24,1645799040,H,HH,25-Feb-H,5,Microbial,Well 3,Depth 4,-1.088136,-1,44.97,10.186416,Deep,11.6,8.1,3.37,105.316544,7.9,3.284142589,91.88459809,40.64730658,2.922414062,193895.1716,396.3132873,130.5999986,0.512378483,0.054070873,0.424740719,0.647306575,0.227681447,0.032568712,0.438421262,0.432987999,0.943574018,1.345619912,19.59603144,1.030366219,0.656166235
250222_H_W2D2,February 2022,Neap,2/25/22,25-Feb,7:01:00,2/25/22 7:01,1645801260,H,HH,25-Feb-H,5,Microbial,Well 2,Depth 2,0.347472,0.5,50.45,4.700016,Shallow,8.5,3.3,11.43,357.201216,8.8,6.853862794,309.9231082,33.51223529,11.53102165,1055378.782,693.6223534,326.5644299,0.563625503,0.100884398,0.457665059,0.724738754,0.366149916,0.038752227,0.457821668,0.462719037,1.263266485,1.363328661,16.55825833,1.033552113,0.631489701
250222_H_W2D3,February 2022,Neap,2/25/22,25-Feb,7:01:00,2/25/22 7:01,1645801260,H,HH,25-Feb-H,5,Microbial,Well 2,Depth 3,-0.222504,0,50.45,4.700016,Intermediate,10.3,0.9,3.97,124.067264,9.1,0.356972021,427.4382974,60.59967788,1.109957149,765763.2093,631.0115147,345.3411582,0.53781923,0.06885464,0.440923001,0.686251894,0.292694703,0.030642943,0.448693091,0.447341268,1.037895086,1.353446867,17.41378807,1.03104725,0.642508975
250222_H_W1D2,February 2022,Neap,2/25/22,25-Feb,7:30:00,2/25/22 7:30,1645803000,H,HH,25-Feb-H,5,Microbial,Well 1,Depth 2,0.536448,0.75,55.15,0,Shallow,10.1,1.1,4.92,153.755904,8.9,0.713944041,310.2086858,47.13667006,2.571447903,407425.2973,722.4299999,345.2008682,0.599715238,0.061984233,0.478763632,0.780914283,0.2867979,0.036135459,0.468434927,0.480527506,1.168886509,1.38043677,20.96821893,1.034672154,0.613080901
250222_H_W1D3,February 2022,Neap,2/25/22,25-Feb,7:30:00,2/25/22 7:30,1645803000,H,HH,25-Feb-H,5,Microbial,Well 1,Depth 3,-0.033528,0,55.15,0,Shallow,10.6,0.8,3.96,123.754752,8.5,0,480.198762,23.11633957,1.237043302,458967.0517,514.4487832,480.3504751,0.519487103,0.057790657,0.429431965,0.657857832,0.230071274,0.058164511,0.442749212,0.436916344,0.808642627,1.341990787,18.11890406,1.030641852,0.652773205
250222_H_W1D4,February 2022,Neap,2/25/22,25-Feb,7:30:00,2/25/22 7:30,1645803000,H,HH,25-Feb-H,5,Microbial,Well 1,Depth 4,-0.57912,-0.5,55.15,0,Deep,10.2,4.2,6.96,217.508352,8.2,0,1.642071294,78.4534988,41.01500902,355883.5428,659.3196067,68.19522086,0.606371516,0.14614233,0.487012538,0.791007982,0.524541307,0.102111011,0.475694839,0.489718927,1.971351549,1.387157616,12.79727368,1.034664223,0.615685996
250222_L_W1D2,February 2022,Neap,2/25/22,25-Feb,14:20:00,2/25/22 14:20,1645827600,L,LL,25-Feb-L,6,Microbial,Well 1,Depth 2,0.536448,0.75,55.15,0,Shallow,15,1.2,5.34,166.881408,8.7,1.21370487,300.2134693,46.55553303,2.762077131,532598.1296,697.669578,339.7391962,0.614244261,0.063812184,0.490281528,0.80091413,0.3016969,0.041225225,0.479476703,0.492287278,1.165317044,1.382877718,20.81892519,1.034297154,0.612152426
250222_L_W1D3,February 2022,Neap,2/25/22,25-Feb,14:20:00,2/25/22 14:20,1645827600,L,LL,25-Feb-L,6,Microbial,Well 1,Depth 3,-0.033528,0,55.15,0,Shallow,15.2,0.8,3.72,116.254464,8.4,0,484.5538207,22.56748793,0.283897158,537506.8681,508.088621,477.0306353,0.532241397,0.06412997,0.43929601,0.6745363,0.292824798,0.070919373,0.452829821,0.446928563,0.948208734,1.346348259,15.08637953,1.030565267,0.651256293
250222_L_W1D4,February 2022,Neap,2/25/22,25-Feb,14:20:00,2/25/22 14:20,1645827600,L,LL,25-Feb-L,6,Microbial,Well 1,Depth 4,-0.57912,-0.5,55.15,0,Deep,15.6,3.9,6.14,191.882368,8.1,0,1.427888082,81.1654716,35.86801985,321522.3731,644.7438534,70.40916133,0.62352876,0.141123232,0.502168989,0.810335078,0.541201654,0.086061031,0.491011255,0.505423651,2.061626667,1.387702316,12.33744633,1.033776671,0.619705358
250222_L_W2D2,February 2022,Neap,2/25/22,25-Feb,15:00:00,2/25/22 15:00,1645830000,L,LL,25-Feb-L,6,Microbial,Well 2,Depth 2,0.347472,0.5,50.45,4.700016,Shallow,14.9,2.8,7.6,237.50912,8.6,7.282229219,325.7012715,39.96931338,10.0695309,697040.87,658.3296561,403.1374271,0.584741584,0.100297781,0.472975602,0.755834024,0.411647169,0.081691655,0.470697929,0.477564417,1.370694307,1.37126428,15.17373156,1.033535504,0.625766487
250222_L_W2D3,February 2022,Neap,2/25/22,25-Feb,15:00:00,2/25/22 15:00,1645830000,L,LL,25-Feb-L,6,Microbial,Well 2,Depth 3,-0.222504,0,50.45,4.700016,Intermediate,14.8,0.9,2.77,86.565824,8.8,0.285577616,441.5743894,60.98710257,1.237043302,355883.5428,608.3741997,454.9697645,0.553420224,0.069031951,0.452375498,0.706587174,0.289817543,0.030181042,0.459696483,0.458931005,1.018030165,1.355737181,17.93077948,1.031485728,0.640226026
250222_L_W3D2,February 2022,Neap,2/25/22,25-Feb,15:20:00,2/25/22 15:20,1645831200,L,LL,25-Feb-L,6,Microbial,Well 3,Depth 2,0.155448,0.25,44.97,10.186416,Shallow,14.7,3.2,8.6,268.76032,8.7,0,239.0284649,23.18091035,0.855784844,564504.9299,588.766683,270.8792935,0.572388137,0.064703054,0.465305834,0.736384271,0.31633509,0.042529379,0.466343925,0.470989358,1.217256113,1.366643867,18.42407524,1.033510055,0.631879105
250222_L_W3D3,February 2022,Neap,2/25/22,25-Feb,15:20:00,2/25/22 15:20,1645831200,L,LL,25-Feb-L,6,Microbial,Well 3,Depth 3,-0.326136,-0.25,44.97,10.186416,Intermediate,13.9,1.9,2.31,72.190272,8.7,0,338.1238978,37.06362824,0.156811006,250345.6646,764.8596668,395.7481063,0.61691061,0.068526305,0.492787512,0.805476954,0.342004371,0.045895842,0.480950428,0.49504501,1.382545292,1.385565958,19.3505236,1.034834347,0.611795918
250222_L_W3D4,February 2022,Neap,2/25/22,25-Feb,15:20:00,2/25/22 15:20,1645831200,L,LL,25-Feb-L,6,Microbial,Well 3,Depth 4,-1.088136,-1,44.97,10.186416,Deep,14.1,7.4,3.69,115.316928,7.7,2.78438176,120.3709653,43.48842094,2.922414062,196349.5408,417.5443563,156.3983665,0.532276185,0.064007381,0.440716492,0.674151293,0.284885117,0.043097595,0.453783894,0.448985636,1.019502106,1.349073579,17.26818822,1.0307413,0.653735291
250222_L_W4D2,February 2022,Neap,2/25/22,25-Feb,15:55:00,2/25/22 15:55,1645833300,L,LL,25-Feb-L,6,Microbial,Well 4,Depth 2,-0.588264,-0.5,35.87,19.2786,Well 4,13.6,20.5,6.22,194.382464,7.9,0,153.35518,4.26167154,0.005741699,61359.23152,144.1506324,174.2826647,0.374946941,0.024486139,0.365743424,0.391839205,0.110208778,0.017323807,0.176073186,0.300529387,0.354878479,0.723861767,11.37439765,1.452980382,0.933401812
250222_L_W4D3,February 2022,Neap,2/25/22,25-Feb,15:55:00,2/25/22 15:55,1645833300,L,LL,25-Feb-L,6,Microbial,Well 4,Depth 3,-1.00584,-1,35.87,19.2786,Well 4,12.7,16.2,4.38,136.880256,8,0,186.0538171,5.327089425,0.005741699,93266.0319,201.1123415,208.5519787,0.50259421,0.04177021,0.423579589,0.608631284,0.21792498,0.049119881,0.295159916,0.434338666,0.526894952,0.737209298,11.10094571,1.342265791,0.695954349
250222_L_W4D4,February 2022,Neap,2/25/22,25-Feb,15:55:00,2/25/22 15:55,1645833300,L,LL,25-Feb-L,6,Microbial,Well 4,Depth 4,-1.76784,-1.75,35.87,19.2786,Well 4,12.6,13.1,4.78,149.380736,8,0,215.1113396,5.423945596,0.548378417,265071.8801,241.0767066,229.0064755,0.50572528,0.035464036,0.424717041,0.630749143,0.192044139,0.048082972,0.36002725,0.435419174,0.631679615,0.8673154,12.60246724,1.10263086,0.673353339
250222_L_SW,February 2022,Neap,2/25/22,25-Feb,16:15:00,2/25/22 16:15,1645834500,L,LL,25-Feb-L,6,Microbial,Seawater,Depth 4,1,1,NA,45.72,Seawater,13.2,32.5,8.78,274.385536,7.9,0.214183212,16.63489616,1.969408818,2.176288574,655316.5926,81.51689743,22.52731431,0.067373172,0.023970067,0.060017636,0.072716948,0.032382951,0.003793746,0.028217955,0.046476777,0.084449086,0.759924222,5.122869744,1.482333455,0.825359675
260222_H_W4D1,February 2022,Neap,2/26/22,26-Feb,7:00:00,2/26/22 7:00,1645887600,H,HH,26-Feb-H,7,Chemical,Well 4,Depth 1,-0.420624,-0.25,35.87,19.2786,Well 4,10.3,23.2,8.6,268.76032,8,0,135.2210014,3.777390683,0.209230468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W4D2,February 2022,Neap,2/26/22,26-Feb,7:00:00,2/26/22 7:00,1645887600,H,HH,26-Feb-H,7,Chemical,Well 4,Depth 2,-0.588264,-0.5,35.87,19.2786,Well 4,10.5,14.1,5.28,165.006336,8.1,0,200.3326979,5.456230987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W4D3,February 2022,Neap,2/26/22,26-Feb,7:00:00,2/26/22 7:00,1645887600,H,HH,26-Feb-H,7,Chemical,Well 4,Depth 3,-1.00584,-1,35.87,19.2786,Well 4,10.6,12.7,3.5,109.3792,8.1,0,197.1199497,5.617657939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W4D4,February 2022,Neap,2/26/22,26-Feb,7:00:00,2/26/22 7:00,1645887600,H,HH,26-Feb-H,7,Chemical,Well 4,Depth 4,-1.76784,-1.75,35.87,19.2786,Well 4,11,11.8,3.08,96.253696,8.1,0,178.5574047,5.230233254,0.412719238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W3D1,February 2022,Neap,2/26/22,26-Feb,7:28:00,2/26/22 7:28,1645889280,H,HH,26-Feb-H,7,Chemical,Well 3,Depth 1,0.283464,0.5,44.97,10.186416,Shallow,11.3,5,9.01,281.573312,8.6,0,222.8933296,13.26929548,0.474526387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W3D2,February 2022,Neap,2/26/22,26-Feb,7:28:00,2/26/22 7:28,1645889280,H,HH,26-Feb-H,7,Chemical,Well 3,Depth 2,0.155448,0.25,44.97,10.186416,Shallow,11.3,2.2,6.34,198.132608,8.9,0,239.8138034,24.76289448,0.665155616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W3D3,February 2022,Neap,2/26/22,26-Feb,7:28:00,2/26/22 7:28,1645889280,H,HH,26-Feb-H,7,Chemical,Well 3,Depth 3,-0.326136,-0.25,44.97,10.186416,Intermediate,11.9,2.3,1.64,51.251968,8.7,0,348.6188753,28.50799977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W3D4,February 2022,Neap,2/26/22,26-Feb,7:28:00,2/26/22 7:28,1645889280,H,HH,26-Feb-H,7,Chemical,Well 3,Depth 4,-1.088136,-1,44.97,10.186416,Deep,12.5,8.6,4.01,125.317312,7.6,4.069481034,40.62341594,41.48672673,0.616208007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W2D1,February 2022,Neap,2/26/22,26-Feb,7:50:00,2/26/22 7:50,1645890600,H,HH,26-Feb-H,7,Chemical,Well 2,Depth 1,0.56388,0.75,50.45,4.700016,Shallow,11.5,2.6,10.22,319.387264,8.7,10.70916062,288.504787,27.60400884,11.34039242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W2D2,February 2022,Neap,2/26/22,26-Feb,7:50:00,2/26/22 7:50,1645890600,H,HH,26-Feb-H,7,Chemical,Well 2,Depth 2,0.347472,0.5,50.45,4.700016,Shallow,12.5,2.1,8.99,280.948288,8.9,11.13752704,420.3702514,48.78322498,6.955920162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W2D3,February 2022,Neap,2/26/22,26-Feb,7:50:00,2/26/22 7:50,1645890600,H,HH,26-Feb-H,7,Chemical,Well 2,Depth 3,-0.222504,0,50.45,4.700016,Intermediate,13,0.9,2.97,92.816064,8.9,0.356972021,451.926578,63.44079224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W1D2,February 2022,Neap,2/26/22,26-Feb,8:17:00,2/26/22 8:17,1645892220,H,HH,26-Feb-H,7,Chemical,Well 1,Depth 2,0.536448,0.75,55.15,0,Shallow,13.4,1.1,5.67,177.194304,8.9,0.856732849,288.2906038,46.52324764,1.42767253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W1D3,February 2022,Neap,2/26/22,26-Feb,8:17:00,2/26/22 8:17,1645892220,H,HH,26-Feb-H,7,Chemical,Well 1,Depth 3,-0.033528,0,55.15,0,Shallow,13.6,0.8,3,93.7536,8.4,0,496.5480806,20.85636223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_W1D4,February 2022,Neap,2/26/22,26-Feb,8:17:00,2/26/22 8:17,1645892220,H,HH,26-Feb-H,7,Chemical,Well 1,Depth 4,-0.57912,-0.5,55.15,0,Deep,13.1,3.7,7.81,244.071872,8,0,2.498804144,81.71432324,29.89497068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_H_SW,February 2022,Neap,2/26/22,26-Feb,8:28:00,2/26/22 8:28,1645892880,H,HH,26-Feb-H,7,Chemical,Seawater,Depth 4,1,1,NA,30.48,Seawater,10.4,33.1,8.94,279.385728,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W1D2,February 2022,Neap,2/26/22,26-Feb,15:28:00,2/26/22 15:28,1645918080,L,LL,26-Feb-L,8,Chemical,Well 1,Depth 2,0.536448,0.75,55.15,0,Shallow,14.6,1.1,4.46,139.380352,8.8,1.999043315,332.5551343,47.52409475,0.474526387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W1D3,February 2022,Neap,2/26/22,26-Feb,15:28:00,2/26/22 15:28,1645918080,L,LL,26-Feb-L,8,Chemical,Well 1,Depth 3,-0.033528,0,55.15,0,Shallow,14.5,0.7,4.35,135.94272,8.4,0,553.520815,22.34149019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W1D4,February 2022,Neap,2/26/22,26-Feb,15:28:00,2/26/22 15:28,1645918080,L,LL,26-Feb-L,8,Chemical,Well 1,Depth 4,-0.57912,-0.5,55.15,0,Deep,14.5,3.9,9.78,305.636736,8,0,1.57067689,78.03378873,36.2492783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_SW,February 2022,Neap,2/26/22,26-Feb,15:58:00,2/26/22 15:58,1645919880,L,LL,26-Feb-L,8,Chemical,Seawater,Depth 4,1,1,NA,45.72,Seawater,12.4,33.1,8.83,275.948096,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W2D1,February 2022,Neap,2/26/22,26-Feb,16:00:00,2/26/22 16:00,1645920000,L,LL,26-Feb-L,8,Chemical,Well 2,Depth 1,0.56388,0.75,50.45,4.700016,Shallow,13.7,3.8,8.07,252.197184,8.8,11.78007668,342.7645341,33.22166678,17.94887235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W2D2,February 2022,Neap,2/26/22,26-Feb,16:00:00,2/26/22 16:00,1645920000,L,LL,26-Feb-L,8,Chemical,Well 2,Depth 2,0.347472,0.5,50.45,4.700016,Shallow,14,2.2,7.02,219.383424,8.9,5.997129945,425.2964653,45.68382749,5.875687866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W2D3,February 2022,Neap,2/26/22,26-Feb,16:00:00,2/26/22 16:00,1645920000,L,LL,26-Feb-L,8,Chemical,Well 2,Depth 3,-0.222504,0,50.45,4.700016,Intermediate,14,1,2.35,73.44032,9,0.285577616,456.1388478,59.14683531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W3D2,February 2022,Neap,2/26/22,26-Feb,16:20:00,2/26/22 16:20,1645921200,L,LL,26-Feb-L,8,Chemical,Well 3,Depth 2,0.155448,0.25,44.97,10.186416,Shallow,13.2,5.6,7.61,237.821632,8.5,0,229.3902204,16.94982999,0.616208007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W3D3,February 2022,Neap,2/26/22,26-Feb,16:20:00,2/26/22 16:20,1645921200,L,LL,26-Feb-L,8,Chemical,Well 3,Depth 3,-0.326136,-0.25,44.97,10.186416,Intermediate,13.3,2.5,2.81,87.815872,8.6,0,393.2403778,29.70255922,0.474526387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W3D4,February 2022,Neap,2/26/22,26-Feb,16:20:00,2/26/22 16:20,1645921200,L,LL,26-Feb-L,8,Chemical,Well 3,Depth 4,-1.088136,-1,44.97,10.186416,Deep,13.4,8.9,3.65,114.06688,7.5,3.569720205,39.9094719,36.8699159,1.497992675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W4D1,February 2022,Neap,2/26/22,26-Feb,16:37:00,2/26/22 16:37,1645922220,L,LL,26-Feb-L,8,Chemical,Well 4,Depth 1,-0.420624,-0.25,35.87,19.2786,Well 4,12.2,19.1,8.2,256.25984,8,0,125.6541512,3.777390683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W4D2,February 2022,Neap,2/26/22,26-Feb,16:37:00,2/26/22 16:37,1645922220,L,LL,26-Feb-L,8,Chemical,Well 4,Depth 2,-0.588264,-0.5,35.87,19.2786,Well 4,12.1,17.2,5.87,183.444544,7.9,0,192.4793135,4.939664739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W4D3,February 2022,Neap,2/26/22,26-Feb,16:37:00,2/26/22 16:37,1645922220,L,LL,26-Feb-L,8,Chemical,Well 4,Depth 3,-1.00584,-1,35.87,19.2786,Well 4,12.1,17.8,5.2,162.50624,7.9,0,162.707847,3.454536779,0.277060058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260222_L_W4D4,February 2022,Neap,2/26/22,26-Feb,16:37:00,2/26/22 16:37,1645922220,L,LL,26-Feb-L,8,Chemical,Well 4,Depth 4,-1.76784,-1.75,35.87,19.2786,Well 4,12.1,13,4.48,140.005376,8,0,213.6834515,5.423945596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270222_H_W4D1,February 2022,Spring,2/27/22,27-Feb,8:11:00,2/27/22 8:11,1645978260,H,HH,27-Feb-H,9,Microbial,Well 4,Depth 1,-0.420624,-0.25,35.87,19.2786,Well 4,13.1,34.5,8.66,270.635392,7.8,0,11.70868227,2.453689675,0,589048.6225,84.97214983,25.75434137,0.115294,0.026682729,0.104784505,0.124386142,0.040105889,0.007475372,0.051013938,0.084122254,0.115270172,0.748091463,7.853310319,1.412565905,0.842413018
270222_H_W4D2,February 2022,Spring,2/27/22,27-Feb,8:11:00,2/27/22 8:11,1645978260,H,HH,27-Feb-H,9,Microbial,Well 4,Depth 2,-0.588264,-0.5,35.87,19.2786,Well 4,12.1,19.7,5.81,181.569472,7.9,0,122.7983751,4.003388416,0,152170.8942,184.1264456,164.6265716,0.234670011,0.031293502,0.223444683,0.244354299,0.0597482,0.023797865,0.108874846,0.183289414,0.236592724,0.733988207,11.02849051,1.456710942,0.914429105
270222_H_W4D3,February 2022,Spring,2/27/22,27-Feb,8:11:00,2/27/22 8:11,1645978260,H,HH,27-Feb-H,9,Microbial,Well 4,Depth 3,-1.00584,-1,35.87,19.2786,Well 4,12.5,20.3,5.03,157.193536,7.9,0,146.4299228,3.131682874,0,66267.97004,169.5519412,147.2777314,0.491399743,0.040137581,0.419267208,0.50418582,0.11569842,0.019502022,0.226176748,0.39215533,0.43963459,0.690208176,13.6545912,1.430530662,0.831572787
270222_H_W4D4,February 2022,Spring,2/27/22,27-Feb,8:11:00,2/27/22 8:11,1645978260,H,HH,27-Feb-H,9,Microbial,Well 4,Depth 4,-1.76784,-1.75,35.87,19.2786,Well 4,12.4,13.9,2.9,90.62848,8.1,0,197.691105,5.165662473,0,235619.449,220.4440624,172.2300756,0.500654836,0.032882379,0.422396036,0.624150281,0.124280948,0.011036703,0.331098047,0.433127224,0.543004135,0.823449005,16.79469899,1.19167081,0.676753739
270222_H_SW,February 2022,Spring,2/27/22,27-Feb,9:27:00,2/27/22 9:27,1645982820,H,HH,27-Feb-H,9,Microbial,Seawater,Depth 4,1,1,0,30.48,Seawater,12.5,33.2,8.99,280.948288,7.8,0,9.138483726,1.517413351,0,NA,76.65664782,18.4268957,0.041404807,0.021730923,0.0363856,0.045711276,0.025864394,0.021195632,0.01699061,0.028449288,0.049152007,0.825725602,3.932751063,1.544644329,0.795987397
270222_H_W3D1,February 2022,Spring,2/27/22,27-Feb,9:44:00,2/27/22 9:44,1645983840,H,HH,27-Feb-H,9,Microbial,Well 3,Depth 1,0.283464,0.5,44.97,10.186416,Shallow,14.2,4.4,10.32,322.512384,8.6,0,232.674363,15.5615582,0,660225.3311,671.9164995,285.3188117,0.544606359,0.114213373,0.449518635,0.690837382,0.408059502,0.116070467,0.461715479,0.457528132,1.250185306,1.349703945,11.94862259,1.030712701,0.65068661
270222_H_W3D2,February 2022,Spring,2/27/22,27-Feb,9:44:00,2/27/22 9:44,1645983840,H,HH,27-Feb-H,9,Microbial,Well 3,Depth 2,0.155448,0.25,44.97,10.186416,Shallow,13.8,3.1,4.96,155.005952,9,0,244.0260732,20.08151286,0,655316.5926,647.3134372,386.6274711,0.577198687,0.064564772,0.468850075,0.741946848,0.316282691,0.088535639,0.470807826,0.473962808,1.222426405,1.364618684,19.02928493,1.032741343,0.631918683
270222_H_W3D3,February 2022,Spring,2/27/22,27-Feb,9:44:00,2/27/22 9:44,1645983840,H,HH,27-Feb-H,9,Microbial,Well 3,Depth 3,-0.326136,-0.25,44.97,10.186416,Intermediate,13.9,7.9,2.49,77.815488,8.1,2.284620931,201.4750084,11.04160354,0,NA,383.2988502,253.7267879,0.521104545,0.045817224,0.434990448,0.655429475,0.184363911,0.029623367,0.454072691,0.444488609,0.70794814,1.126902243,17.75359821,1.029754307,0.663672393
270222_H_W3D4,February 2022,Spring,2/27/22,27-Feb,10:07:00,2/27/22 10:07,1645985220,H,HH,27-Feb-H,9,Microbial,Well 3,Depth 4,-1.088136,-1,44.97,10.186416,Deep,14,8.7,2.06,64.377472,7.4,2.78438176,25.98756309,39.35589096,1.091015136,NA,452.9867118,75.1301163,0.541563973,0.062781696,0.448313332,0.685491294,0.271980237,0.052018304,0.461245715,0.455606696,1.038977913,1.347270433,18.12218905,1.031529982,0.654002955
270222_H_W2D1,February 2022,Spring,2/27/22,27-Feb,10:28:00,2/27/22 10:28,1645986480,H,HH,27-Feb-H,9,Microbial,Well 2,Depth 1,0.56388,0.75,50.45,4.700016,Shallow,15,2.5,8.52,266.260224,8.7,9.56685015,395.3108155,39.5818887,9.68827244,1673879.836,751.2468049,449.2939093,0.612179156,0.121413864,0.491261461,0.798155479,0.439990033,0.065718303,0.482988607,0.494273631,1.490371889,1.378667211,14.89259601,1.035238246,0.615495946
270222_H_W2D2,February 2022,Spring,2/27/22,27-Feb,10:28:00,2/27/22 10:28,1645986480,H,HH,27-Feb-H,9,Microbial,Well 2,Depth 2,0.347472,0.5,50.45,4.700016,Shallow,14.8,2.2,5.62,175.631744,8.7,2.141832123,424.5111268,67.73474917,6.193403248,822213.7023,641.5945782,459.1463371,0.590475118,0.077031822,0.477613115,0.763023906,0.337808756,0.061525261,0.475507686,0.482053653,1.242447329,1.369224899,18.11709626,1.03361817,0.625947773
270222_H_W2D3,February 2022,Spring,2/27/22,27-Feb,10:28:00,2/27/22 10:28,1645986480,H,HH,27-Feb-H,9,Microbial,Well 2,Depth 3,-0.222504,0,50.45,4.700016,Intermediate,15.1,4.6,1.48,46.251776,8,1.427888082,257.3054324,17.75696475,0,333794.2194,392.6654983,324.6214312,0.516561978,0.043196513,0.431576432,0.648701602,0.174385222,0.045477797,0.451774927,0.440804304,0.650109778,1.088225267,17.28117815,1.030343167,0.665292687
270222_H_W1D1,February 2022,Spring,2/27/22,27-Feb,11:01:00,2/27/22 11:01,1645988460,H,HH,27-Feb-H,9,Microbial,Well 1,Depth 1,0.841248,1,55.15,0,Shallow,15,3.2,7.6,237.50912,8.5,34.62628599,321.9887625,32.44681741,11.78519396,1661607.989,801.7018159,410.5267479,0.619047133,0.153447637,0.494911369,0.807858836,0.619838983,0.131162298,0.485306986,0.497760746,1.668983235,1.379404004,12.38721171,1.034509955,0.6126211
